Ship_ID,Vessel Name,Service,Phase,ETA,ATA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Delay
MSC PINA - R31/S31,MSC PINA,EPIC1,ARRIVED,2020-08-03 19:30:00,2020-08-04 03:30:00,SCT2,Starboard,2020-08-04 07:30:00,"Rotterdam, Netherlands",R31/S31,2020-07-20 00:00:00,2845,480.0
MSC PINA - R39/S39,MSC PINA,EPIC1,ARRIVED,2020-09-28 19:00:00,2020-09-28 23:59:00,SCT3,Starboard,2020-09-29 07:00:00,"Rotterdam, Netherlands",R39/S39,2020-09-15 00:00:00,2177,299.0
MSC PINA - R47/S47,MSC PINA,EPIC1,ARRIVED,2020-11-23 19:00:00,2020-11-24 00:01:00,SCT3,Starboard,2020-11-24 07:00:00,"Rotterdam, Netherlands",R47/S47,2020-11-10 00:00:00,1551,301.0
MSC ROMA - R09/S09,MSC ROMA,IPAK,ARRIVED,2021-03-01 19:30:00,2021-03-02 21:05:00,SCT3,Starboard,2021-03-02 07:30:00,"Rotterdam, Netherlands",R09/S09,2021-02-20 00:00:00,2550,1535.0
MSC ROMA - R18/S18,MSC ROMA,IPAK,ARRIVED,2021-05-03 19:30:00,2021-05-05 00:34:00,SCT3,Starboard,2021-05-04 07:30:00,"Rotterdam, Netherlands",R18/S18,2021-04-20 00:00:00,2686,1744.0
MSC STELLA - R25/S25,MSC STELLA,IPAK,ARRIVED,2021-06-21 19:30:00,2021-06-21 17:45:00,SCT2,Starboard,2021-06-22 07:30:00,"Rotterdam, Netherlands",R25/S25,2021-06-05 00:00:00,343,-105.0
MSC TEXAS - R29/S29,MSC TEXAS,IPAK,ARRIVED,2021-07-21 07:30:00,2021-07-21 18:00:00,SCT3,Starboard,2021-07-21 19:30:00,"Rotterdam, Netherlands",R29/S29,2021-07-10 00:00:00,1262,630.0
MSC TEXAS - R38/S38,MSC TEXAS,IPAK,ARRIVED,2021-09-22 07:30:00,2021-09-25 15:50:00,SCT3,Starboard,2021-09-22 19:30:00,"Rotterdam, Netherlands",R38/S38,2021-09-10 00:00:00,1467,4820.0
MSC VIRGO - R26/S26,MSC VIRGO,IPAK,ARRIVED,2021-06-28 19:30:00,2021-07-01 01:07:00,SCT3,Starboard,2021-06-29 07:30:00,"Rotterdam, Netherlands",R26/S26,2021-06-10 00:00:00,1158,3217.0
NAVI BALTIC - 31R/31R,NAVI BALTIC,RFS4,ARRIVED,2020-08-04 19:00:00,2020-08-04 21:48:00,SCT4,Starboard,2020-08-05 07:00:00,"Rotterdam, Netherlands",31R/31R,2020-07-20 00:00:00,2829,168.0
NAVI BALTIC - 33R/33R,NAVI BALTIC,RFS4,ARRIVED,2020-08-18 19:00:00,2020-08-18 17:30:00,SCT4,Starboard,2020-08-19 07:00:00,"Rotterdam, Netherlands",33R/33R,2020-08-05 00:00:00,481,-90.0
NAVI BALTIC - 35R/35R,NAVI BALTIC,RFS4,ARRIVED,2020-09-01 19:00:00,2020-09-01 17:10:00,SCT4,Starboard,2020-09-02 07:00:00,"Rotterdam, Netherlands",35R/35R,2020-08-20 00:00:00,2949,-110.0
NAVI BALTIC - 39R/39R,NAVI BALTIC,RFS4,ARRIVED,2020-09-29 19:00:00,2020-10-01 17:04:00,SCT4,Starboard,2020-09-30 07:00:00,"Rotterdam, Netherlands",39R/39R,2020-09-15 00:00:00,2181,2764.0
NAVI BALTIC - 41R/41R,NAVI BALTIC,RFS4,ARRIVED,2020-10-13 19:00:00,2020-10-17 10:43:00,SCT4,Starboard,2020-10-14 07:00:00,"Rotterdam, Netherlands",41R/41R,2020-09-30 00:00:00,4716,5263.0
NAVI BALTIC - 43R/43R,NAVI BALTIC,RFS4,ARRIVED,2020-10-27 19:00:00,2020-11-01 07:49:00,SCT4,Starboard,2020-10-28 07:00:00,"Rotterdam, Netherlands",43R/43R,2020-10-15 00:00:00,2276,6529.0
NAVI BALTIC - 47R/47R,NAVI BALTIC,RFS4,ARRIVED,2020-11-24 19:00:00,2020-12-04 06:30:00,SCT4,Starboard,2020-11-25 07:00:00,"Rotterdam, Netherlands",47R/47R,2020-11-10 00:00:00,1547,13650.0
NAVI BALTIC - X49/X49,NAVI BALTIC,ADHOC,ARRIVED,2020-11-28 07:30:00,2020-11-28 07:45:00,SCT1,Starboard,2020-11-29 07:30:00,"OPTIONAL,",X49/X49,2020-11-25 00:00:00,4104,15.0
NAVIOS INDIGO - X51/X51,NAVIOS INDIGO,ADHOC,ARRIVED,2020-12-11 07:00:00,2020-12-11 17:47:00,SCT3,Starboard,2020-12-12 07:00:00,"OPTIONAL,",X51/X51,2020-12-05 00:00:00,812,647.0
NAVIOS SPRING - B24/B24,NAVIOS SPRING,FEMEX,ARRIVED,2021-07-02 11:59:00,2021-07-03 06:30:00,SCT3,Starboard,2021-07-03 04:00:00,"Rotterdam, Netherlands",B24/B24,2021-06-20 00:00:00,2800,1111.0
NAVIOS SPRING - B27/B27,NAVIOS SPRING,FEMEX,ARRIVED,2021-07-25 19:30:00,2021-08-01 03:05:00,SCT3,Starboard,2021-07-26 07:30:00,"Rotterdam, Netherlands",B27/B27,2021-07-10 00:00:00,1268,9095.0
NAVIOS SPRING - B31/B31,NAVIOS SPRING,FEMEX,ARRIVED,2021-08-28 23:59:00,2021-09-04 18:30:00,SCT2,Starboard,2021-08-29 11:59:00,"Antwerpen, Belgium",B31/B31,2021-08-15 00:00:00,2138,9751.0
NAVIOS SPRING - B35/B35,NAVIOS SPRING,FEMEX,ARRIVED,2021-10-02 19:30:00,2021-10-04 19:15:00,SCT3,Starboard,2021-10-03 07:30:00,"Antwerpen, Belgium",B35/B35,2021-09-20 00:00:00,3109,2865.0
NORDAUTUMN - B06/B06,NORDAUTUMN,FEMEX,ARRIVED,2021-02-25 22:00:00,2021-03-04 10:10:00,SCT3,Starboard,2021-02-26 07:30:00,"Rotterdam, Netherlands",B06/B06,2021-02-20 00:00:00,2578,9370.0
NORDAUTUMN - B10/B10,NORDAUTUMN,FEMEX,ARRIVED,2021-03-28 07:30:00,2021-03-28 07:15:00,SCT3,Starboard,2021-03-28 19:30:00,"Rotterdam, Netherlands",B10/B10,2021-03-15 00:00:00,1738,-15.0
NORDAUTUMN - B15/B15,NORDAUTUMN,FEMEX,ARRIVED,2021-04-24 23:59:00,2021-04-25 10:45:00,SCT3,Starboard,2021-04-25 11:59:00,"Rotterdam, Netherlands",B15/B15,2021-04-10 00:00:00,1043,646.0
NORDAUTUMN - B19/B19,NORDAUTUMN,FEMEX,ARRIVED,2021-05-22 23:59:00,2021-05-22 22:54:00,SCT2,Starboard,2021-05-23 11:59:00,"Rotterdam, Netherlands",B19/B19,2021-05-10 00:00:00,1107,-65.0
NORDAUTUMN - B23/B23,NORDAUTUMN,FEMEX,ARRIVED,2021-06-23 16:00:00,2021-06-25 18:50:00,SCT2,Starboard,2021-06-24 07:30:00,"Rotterdam, Netherlands",B23/B23,2021-06-10 00:00:00,1148,3050.0
NORDAUTUMN - B26/B26,NORDAUTUMN,FEMEX,ARRIVED,2021-07-20 07:30:00,2021-07-27 19:34:00,SCT2,Starboard,2021-07-20 19:30:00,"Rotterdam, Netherlands",B26/B26,2021-07-05 00:00:00,393,10804.0
NORDAUTUMN - B30/B30,NORDAUTUMN,FEMEX,ARRIVED,2021-08-23 07:30:00,2021-08-28 06:45:00,SCT3,Starboard,2021-08-23 19:30:00,"Antwerpen, Belgium",B30/B30,2021-08-10 00:00:00,1331,7155.0
NORDAUTUMN - B34/B34,NORDAUTUMN,FEMEX,ARRIVED,2021-09-25 19:30:00,2021-09-26 06:15:00,SCT3,Starboard,2021-09-26 07:30:00,"Antwerpen, Belgium",B34/B34,2021-09-10 00:00:00,1459,645.0
NORDIC ITALIA - X25/X25,NORDIC ITALIA,ADHOC,ARRIVED,2021-08-06 07:30:00,2021-08-06 16:40:00,SCT1,Starboard,2021-08-07 07:30:00,"Hamburg, Germany",X25/X25,2021-08-05 00:00:00,524,550.0
NORDIC LUEBECK - 29L/29L,NORDIC LUEBECK,BGLP2,ARRIVED,2020-07-22 07:00:00,2020-07-23 12:17:00,SCT4,Portside,2020-07-22 19:00:00,"Rotterdam, Netherlands",29L/29L,2020-07-20 00:00:00,2825,1757.0
NORDIC LUEBECK - 30N/30N,NORDIC LUEBECK,BGLP3N,ARRIVED,2020-07-30 19:00:00,2020-07-28 12:30:00,SCT4,Portside,2020-07-31 19:00:00,"Cork, Ireland",30N/30N,2020-07-20 00:00:00,2849,-3270.0
NORDSUMMER - A19/A19,NORDSUMMER,LEVANT,ARRIVED,2021-05-21 19:00:00,2021-05-24 06:46:00,SCT3,Starboard,2021-05-22 19:00:00,"Rotterdam, Netherlands",A19/A19,2021-05-10 00:00:00,1110,3586.0
NORDSUMMER - A23/A23,NORDSUMMER,LEVANT,ARRIVED,2021-06-23 13:30:00,2021-06-26 22:50:00,SCT3,Starboard,2021-06-24 07:30:00,"Rotterdam, Netherlands",A23/A23,2021-06-10 00:00:00,1147,4880.0
NORDSUMMER - A27/A27,NORDSUMMER,LEVANT,ARRIVED,2021-07-29 07:30:00,2021-07-27 01:40:00,SCT5,Starboard,2021-07-29 19:30:00,"Rotterdam, Netherlands",A27/A27,2021-07-15 00:00:00,2044,-3230.0
NORTHERN GENERAL - B05/B05,NORTHERN GENERAL,FEMEX,ARRIVED,2021-02-14 07:30:00,2021-02-18 04:00:00,SCT3,Starboard,2021-02-14 19:30:00,"Rotterdam, Netherlands",B05/B05,2021-02-05 00:00:00,99,5550.0
NORTHERN GENERAL - B09/B09,NORTHERN GENERAL,FEMEX,ARRIVED,2021-03-19 11:59:00,2021-03-22 01:20:00,SCT3,Starboard,2021-03-19 23:59:00,"Rotterdam, Netherlands",B09/B09,2021-03-05 00:00:00,181,3681.0
NORTHERN GENERAL - B14/B14,NORTHERN GENERAL,FEMEX,ARRIVED,2021-04-18 07:30:00,2021-04-17 19:30:00,SCT3,Starboard,2021-04-18 23:59:00,"Rotterdam, Netherlands",B14/B14,2021-04-05 00:00:00,225,-720.0
NORTHERN GENERAL - B18/B18,NORTHERN GENERAL,FEMEX,ARRIVED,2021-05-15 23:59:00,2021-05-17 23:20:00,SCT2,Starboard,2021-05-16 11:59:00,"Rotterdam, Netherlands",B18/B18,2021-04-30 00:00:00,4290,2841.0
NORTHERN GENERAL - B22/B22,NORTHERN GENERAL,FEMEX,ARRIVED,2021-06-12 23:59:00,2021-06-19 07:36:00,SCT2,Starboard,2021-06-13 11:59:00,"Rotterdam, Netherlands",B22/B22,2021-05-30 00:00:00,4396,9097.0
NORTHERN GENERAL - B29/B29,NORTHERN GENERAL,FEMEX,ARRIVED,2021-08-18 19:30:00,2021-08-20 06:24:00,SCT2,Starboard,2021-08-19 07:30:00,"Antwerpen, Belgium",B29/B29,2021-08-05 00:00:00,500,2094.0
NORTHERN GENERAL - B33/B33,NORTHERN GENERAL,FEMEX,ARRIVED,2021-09-18 23:59:00,2021-09-20 07:55:00,SCT3,Starboard,2021-09-19 11:59:00,"Antwerpen, Belgium",B33/B33,2021-09-05 00:00:00,608,1916.0
NORTHERN JUBILEE - R17/S17,NORTHERN JUBILEE,IPAK,ARRIVED,2021-04-26 19:30:00,2021-04-26 21:01:00,SCT3,Starboard,2021-04-27 07:30:00,"Rotterdam, Netherlands",R17/S17,2021-04-15 00:00:00,1820,91.0
NYK CONSTELLATION - K04/L04,NYK CONSTELLATION,AL5,ARRIVED,2021-01-31 19:30:00,2021-02-19 07:44:00,SCT4,Starboard,2021-02-01 07:30:00,"Rotterdam, Netherlands",K04/L04,2021-01-15 00:00:00,1630,26654.0
NYK CONSTELLATION - K15/L15,NYK CONSTELLATION,AL5,ARRIVED,2021-05-31 19:30:00,2021-06-02 02:45:00,SCT3,Starboard,2021-06-01 07:30:00,"Rotterdam, Netherlands",K15/L15,2021-05-20 00:00:00,2726,1875.0
NYK CONSTELLATION - K24/L24,NYK CONSTELLATION,AL5,ARRIVED,2021-09-03 11:59:00,2021-09-07 19:30:00,SCT3,Starboard,2021-09-04 07:30:00,"Rotterdam, Netherlands",K24/L24,2021-08-20 00:00:00,3002,6211.0
NYK CONSTELLATION - K36/L36,NYK CONSTELLATION,AL5,ARRIVED,2020-08-24 19:00:00,2020-08-26 13:29:00,SCT1,Starboard,2020-08-25 07:00:00,"Rotterdam, Netherlands",K36/L36,2020-08-10 00:00:00,1308,2549.0
NYK CONSTELLATION - K47/L47,NYK CONSTELLATION,AL5,ARRIVED,2020-11-08 19:30:00,2020-11-14 16:40:00,SCT1,Starboard,2020-11-09 07:30:00,"Rotterdam, Netherlands",K47/L47,2020-10-25 00:00:00,4055,8470.0
NYK DAEDALUS - K01/L01,NYK DAEDALUS,AL5,ARRIVED,2021-01-10 19:30:00,2021-01-18 07:52:00,SCT4,Starboard,2021-01-11 07:30:00,"Rotterdam, Netherlands",K01/L01,2020-12-25 00:00:00,4170,10822.0
NYK DAEDALUS - K12/L12,NYK DAEDALUS,AL5,ARRIVED,2021-05-03 19:30:00,2021-05-03 17:58:00,SCT3,Starboard,2021-05-04 07:30:00,"Rotterdam, Netherlands",K12/L12,2021-04-20 00:00:00,2668,-92.0
NYK DAEDALUS - K21/L21,NYK DAEDALUS,AL5,ARRIVED,2021-08-05 07:00:00,2021-08-06 16:30:00,SCT3,Starboard,2021-08-05 19:00:00,"Rotterdam, Netherlands",K21/L21,2021-07-25 00:00:00,3739,2010.0
NYK DAEDALUS - K38/L38,NYK DAEDALUS,AL5,ARRIVED,2020-09-07 19:00:00,2020-09-13 07:00:00,SCT1,Starboard,2020-09-08 07:00:00,"Rotterdam, Netherlands",K38/L38,2020-08-25 00:00:00,3824,7920.0
NYK DAEDALUS - K44/L44,NYK DAEDALUS,AL5,ARRIVED,2020-10-18 19:30:00,2020-10-18 19:32:00,SCT1,Starboard,2020-10-19 07:30:00,"Rotterdam, Netherlands",K44/L44,2020-10-05 00:00:00,668,2.0
NYK DELPHINUS - K35/L35,NYK DELPHINUS,AL5,ARRIVED,2020-08-17 19:00:00,2020-08-17 18:15:00,SCT1,Starboard,2020-08-18 07:00:00,"Rotterdam, Netherlands",K35/L35,2020-08-05 00:00:00,473,-45.0
NYK DELPHINUS - K46/L46,NYK DELPHINUS,AL5,ARRIVED,2020-11-01 19:30:00,2020-11-07 09:38:00,SCT1,Starboard,2020-11-02 07:30:00,"Rotterdam, Netherlands",K46/L46,2020-10-15 00:00:00,2286,8048.0
NYK DELPHINUS - K99/L99,NYK DELPHINUS,AL5,ARRIVED,2021-02-05 07:30:00,2021-02-05 10:50:00,SCT3,Starboard,2021-02-06 07:30:00,"Rotterdam, Netherlands",K99/L99,2021-01-25 00:00:00,3306,200.0
NYK DENEB - K07/L07,NYK DENEB,AL5,ARRIVED,2021-03-28 19:30:00,2021-04-02 18:15:00,SCT3,Starboard,2021-03-29 19:30:00,"Rotterdam, Netherlands",K07/L07,2021-03-15 00:00:00,1739,7125.0
NYK DENEB - K19/L19,NYK DENEB,AL5,ARRIVED,2021-07-05 19:30:00,2021-07-03 18:00:00,SCT3,Starboard,2021-07-06 07:30:00,"Rotterdam, Netherlands",K19/L19,2021-06-20 00:00:00,2810,-2970.0
NYK DENEB - K33/L33,NYK DENEB,AL5,ARRIVED,2020-08-03 19:00:00,2020-08-04 15:20:00,SCT1,Starboard,2020-08-04 07:00:00,"Rotterdam, Netherlands",K33/L33,2020-07-20 00:00:00,2846,1220.0
NYK DENEB - K93/L93,NYK DENEB,AL5,ARRIVED,2020-10-22 07:30:00,2020-10-24 20:15:00,SCT3,Starboard,2020-10-24 07:30:00,"Rotterdam, Netherlands",K93/L93,2020-10-15 00:00:00,2272,3645.0
NYK METEOR - K03/L03,NYK METEOR,AL5,ARRIVED,2021-01-24 19:30:00,2021-01-24 16:25:00,SCT4,Starboard,2021-01-25 07:30:00,"Rotterdam, Netherlands",K03/L03,2021-01-10 00:00:00,889,-185.0
NYK METEOR - K13/L13,NYK METEOR,AL5,ARRIVED,2021-05-18 19:00:00,2021-05-23 03:58:00,SCT2,Starboard,2021-05-19 07:00:00,"Rotterdam, Netherlands",K13/L13,2021-05-10 00:00:00,1086,6298.0
NYK METEOR - K23/L23,NYK METEOR,AL5,ARRIVED,2021-08-17 19:30:00,2021-08-20 11:50:00,SCT2,Starboard,2021-08-18 07:30:00,"Rotterdam, Netherlands",K23/L23,2021-08-05 00:00:00,497,3860.0
NYK METEOR - K39/L39,NYK METEOR,AL5,ARRIVED,2020-09-14 19:00:00,2020-09-13 21:46:00,SCT1,Starboard,2020-09-15 07:00:00,"Rotterdam, Netherlands",K39/L39,2020-08-30 00:00:00,4579,-1274.0
NYK METEOR - K51/L51,NYK METEOR,AL5,ARRIVED,2020-12-02 07:30:00,2020-12-16 11:54:00,SCT3,Starboard,2020-12-02 19:30:00,"Rotterdam, Netherlands",K51/L51,2020-11-15 00:00:00,2409,20424.0
NYK NEBULA - K09/L09,NYK NEBULA,AL5,ARRIVED,2021-04-25 19:30:00,2021-04-25 13:45:00,SCT3,Starboard,2021-04-26 07:30:00,"Rotterdam, Netherlands",K09/L09,2021-04-15 00:00:00,1804,-345.0
NYK NEBULA - K20/L20,NYK NEBULA,AL5,ARRIVED,2021-07-19 19:30:00,2021-07-24 07:32:00,SCT3,Starboard,2021-07-20 07:30:00,"Rotterdam, Netherlands",K20/L20,2021-07-05 00:00:00,392,6482.0
NYK NEBULA - K30/L30,NYK NEBULA,AL5,ARRIVED,2020-07-13 19:00:00,2020-07-13 12:30:00,SCT1,Starboard,2020-07-14 07:00:00,"Rotterdam, Netherlands",K30/L30,2020-07-04 00:00:00,14,-390.0
NYK NEBULA - K41/L41,NYK NEBULA,AL5,ARRIVED,2020-09-27 19:30:00,2020-10-03 20:40:00,SCT1,Starboard,2020-09-28 07:30:00,"Rotterdam, Netherlands",K41/L41,2020-09-15 00:00:00,2175,8710.0
NYK NEBULA - K53/L53,NYK NEBULA,AL5,ARRIVED,2020-12-13 19:30:00,2020-12-20 20:30:00,SCT3,Starboard,2020-12-14 07:30:00,"Rotterdam, Netherlands",K53/L53,2020-11-15 00:00:00,2349,10140.0
NYK OWL - G38/H38,NYK OWL,FP2,ARRIVED,2020-10-29 23:30:00,2020-11-02 15:53:00,SCT2,Starboard,2020-10-31 07:30:00,"Jeddah, Saudi Arabia",G38/H38,2020-10-15 00:00:00,2282,5303.0
NYK REMUS - K10/L10,NYK REMUS,AL5,ARRIVED,2021-04-28 07:30:00,2021-05-02 14:00:00,SCT3,Starboard,2021-04-28 19:30:00,"Rotterdam, Netherlands",K10/L10,2021-04-15 00:00:00,1806,6150.0
NYK REMUS - K31/L31,NYK REMUS,AL5,ARRIVED,2020-07-20 19:00:00,2020-07-21 06:00:00,SCT1,Starboard,2020-07-21 07:00:00,"Rotterdam, Netherlands",K31/L31,2020-07-10 00:00:00,1200,660.0
NYK REMUS - K42/L42,NYK REMUS,AL5,ARRIVED,2020-10-04 19:30:00,2020-10-06 23:35:00,SCT1,Starboard,2020-10-05 07:30:00,"Rotterdam, Netherlands",K42/L42,2020-09-20 00:00:00,3072,3125.0
NYK REMUS - K54/L54,NYK REMUS,AL5,ARRIVED,2020-12-20 19:30:00,2021-01-06 14:56:00,SCT3,Starboard,2020-12-21 07:30:00,"Rotterdam, Netherlands",K54/L54,2020-11-15 00:00:00,2376,24206.0
NYK REMUS - K95/L95,NYK REMUS,AL5,ARRIVED,2021-08-04 19:30:00,2021-08-06 12:20:00,SCT3,Starboard,2021-08-05 07:30:00,"Rotterdam, Netherlands",K95/L95,2021-07-20 00:00:00,2895,2450.0
NYK RIGEL - K08/L08,NYK RIGEL,AL5,ARRIVED,2021-04-07 10:00:00,2021-04-07 06:10:00,SCT3,Starboard,2021-04-08 04:00:00,"Rotterdam, Netherlands",K08/L08,2021-03-25 00:00:00,3439,-230.0
NYK RIGEL - K29/L29,NYK RIGEL,AL5,ARRIVED,2020-07-06 19:00:00,2020-07-06 08:35:00,SCT1,Starboard,2020-07-07 07:00:00,"Rotterdam, Netherlands",K29/L29,2020-07-04 00:00:00,22,-625.0
NYK RIGEL - K40/L40,NYK RIGEL,AL5,ARRIVED,2020-09-20 19:30:00,2020-09-25 17:35:00,SCT1,Starboard,2020-09-21 07:30:00,"Rotterdam, Netherlands",K40/L40,2020-09-05 00:00:00,561,7085.0
NYK RIGEL - K52/L52,NYK RIGEL,AL5,ARRIVED,2020-12-06 19:30:00,2020-12-20 00:15:00,SCT3,Starboard,2020-12-07 07:30:00,"Rotterdam, Netherlands",K52/L52,2020-11-15 00:00:00,2382,19005.0
NYK RIGEL - K94/L94,NYK RIGEL,AL5,ARRIVED,2021-08-23 19:30:00,2021-08-23 13:33:00,SCT2,Starboard,2021-08-24 07:30:00,"Rotterdam, Netherlands",K94/L94,2021-08-15 00:00:00,2154,-357.0
NYK RIGEL - K96/L96,NYK RIGEL,AL5,ARRIVED,2021-07-20 19:30:00,2021-07-22 15:45:00,SCT5,Starboard,2021-07-21 07:30:00,"Rotterdam, Netherlands",K96/L96,2021-07-05 00:00:00,397,2655.0
NYK ROMULUS - K11/L11,NYK ROMULUS,AL5,ARRIVED,2021-05-03 19:30:00,2021-05-09 16:31:00,SCT3,Starboard,2021-05-04 07:30:00,"Rotterdam, Netherlands",K11/L11,2021-04-20 00:00:00,2681,8461.0
NYK ROMULUS - K22/L22,NYK ROMULUS,AL5,ARRIVED,2021-08-02 19:30:00,2021-08-18 19:30:00,SCT3,Starboard,2021-08-03 07:30:00,"Rotterdam, Netherlands",K22/L22,2021-07-20 00:00:00,2901,23040.0
NYK ROMULUS - K32/L32,NYK ROMULUS,AL5,ARRIVED,2020-07-27 19:00:00,2020-07-27 17:10:00,SCT1,Starboard,2020-07-28 07:00:00,"Rotterdam, Netherlands",K32/L32,2020-07-15 00:00:00,1967,-110.0
NYK ROMULUS - K43/L43,NYK ROMULUS,AL5,ARRIVED,2020-10-11 19:31:00,2020-10-16 18:54:00,SCT1,Starboard,2020-10-12 07:30:00,"Rotterdam, Netherlands",K43/L43,2020-09-30 00:00:00,4725,7163.0
NYK ROMULUS - K55/L55,NYK ROMULUS,AL5,ARRIVED,2021-01-03 19:30:00,2021-01-10 10:00:00,SCT3,Starboard,2021-01-04 07:30:00,"Rotterdam, Netherlands",K55/L55,2020-12-20 00:00:00,3284,9510.0
NYK RUMINA - K06/L06,NYK RUMINA,AL5,ARRIVED,2021-02-14 19:30:00,2021-03-18 06:55:00,SCT3,Starboard,2021-02-15 07:30:00,"Rotterdam, Netherlands",K06/L06,2021-01-30 00:00:00,4247,45325.0
NYK RUMINA - K17/L17,NYK RUMINA,AL5,ARRIVED,2021-06-14 19:30:00,2021-06-21 21:17:00,SCT3,Starboard,2021-06-15 07:30:00,"Rotterdam, Netherlands",K17/L17,2021-05-30 00:00:00,4399,10187.0
NYK RUMINA - K26/L26,NYK RUMINA,AL5,ARRIVED,2021-09-24 16:00:00,2021-09-29 18:45:00,SCT5,Starboard,2021-09-25 07:30:00,"Rotterdam, Netherlands",K26/L26,2021-09-10 00:00:00,1462,7365.0
NYK RUMINA - K49/L49,NYK RUMINA,AL5,ARRIVED,2020-11-22 00:01:00,2020-11-30 12:45:00,SCT3,Starboard,2020-11-22 00:05:00,"Rotterdam, Netherlands",K49/L49,2020-11-10 00:00:00,1554,12284.0
NYK RUMINA - K94/L94,NYK RUMINA,AL5,ARRIVED,2020-09-07 19:00:00,2020-09-06 06:00:00,SCT1,Starboard,2020-09-08 07:00:00,"Rotterdam, Netherlands",K94/L94,2020-08-25 00:00:00,3822,-2220.0
NYK RUMINA - K95/L95,NYK RUMINA,AL5,ARRIVED,2020-07-29 19:00:00,2020-07-29 08:03:00,SCT3,Starboard,2020-07-30 07:00:00,"Rotterdam, Netherlands",K95/L95,2020-07-15 00:00:00,1975,-657.0
NYK SWAN - G28/H28,NYK SWAN,FP2,ARRIVED,2020-08-21 15:00:00,2020-08-23 05:45:00,SCT2,Starboard,2020-08-23 07:00:00,"Jeddah, Saudi Arabia",G28/H28,2020-08-10 00:00:00,1312,2325.0
NYK WREN - G39/H39,NYK WREN,FP2,ARRIVED,2020-11-02 07:30:00,2020-11-16 00:30:00,SCT2,Starboard,2020-11-03 19:30:00,"Jeddah, Saudi Arabia",G39/H39,2020-10-20 00:00:00,3199,19740.0
OCEANIC - X47/X47,OCEANIC,ADHOC,ARRIVED,2020-11-02 07:31:00,2020-10-30 08:30:00,SCT1,Starboard,2020-11-02 10:00:00,"Ad Dammam, Saudi Arabia",X47/X47,2020-10-30 00:00:00,4828,-4261.0
OELAND - X32/X32,OELAND,ADHOC,ARRIVED,2020-09-06 07:30:00,2020-09-06 11:01:00,SCT4,Starboard,2020-09-06 19:30:00,"Hamburg, Germany",X32/X32,2020-09-05 00:00:00,543,211.0
ONE APUS - G35/H35,ONE APUS,FP2,ARRIVED,2020-10-05 07:30:00,2020-10-06 14:06:00,SCT2,Starboard,2020-10-06 19:30:00,"Jeddah, Saudi Arabia",G35/H35,2020-09-20 00:00:00,3071,1836.0
ONE AQUILA - G03/H03,ONE AQUILA,FP2,ARRIVED,2021-02-06 07:30:00,2021-02-15 05:45:00,SCT2,Starboard,2021-02-08 07:30:00,"Jeddah, Saudi Arabia",G03/H03,2021-01-25 00:00:00,3360,12855.0
ONE AQUILA - G31/H31,ONE AQUILA,FP2,ARRIVED,2020-09-11 22:00:00,2020-09-12 07:30:00,SCT2,Starboard,2020-09-13 19:30:00,"Jeddah, Saudi Arabia",G31/H31,2020-08-30 00:00:00,4592,570.0
ONE BLUE JAY - G27/H27,ONE BLUE JAY,FP2,ARRIVED,2020-08-13 07:31:00,2020-08-19 00:15:00,SCT2,Starboard,2020-08-14 19:00:00,"Jeddah, Saudi Arabia",G27/H27,2020-07-30 00:00:00,4513,8204.0
ONE BLUE JAY - G46/H46,ONE BLUE JAY,FP2,ARRIVED,2021-01-07 23:59:00,2021-01-14 10:45:00,SCT2,Starboard,2021-01-09 23:59:00,"Jeddah, Saudi Arabia",G46/H46,2020-12-25 00:00:00,4150,9286.0
ONE COLUMBA - G11/H11,ONE COLUMBA,FP2,ARRIVED,2021-05-13 19:30:00,2021-05-18 18:00:00,SCT5,Starboard,2021-05-15 23:59:00,"Jeddah, Saudi Arabia",G11/H11,2021-04-30 00:00:00,4285,7110.0
ONE COLUMBA - G41/H41,ONE COLUMBA,FP2,ARRIVED,2020-11-23 19:30:00,2020-11-28 23:35:00,SCT2,Starboard,2020-11-25 19:30:00,"Jeddah, Saudi Arabia",G41/H41,2020-11-10 00:00:00,1550,7445.0
ONE CRANE - G05/H05,ONE CRANE,FP2,ARRIVED,2021-02-25 19:30:00,2021-03-12 14:15:00,SCT2,Starboard,2021-02-27 07:30:00,"Jeddah, Saudi Arabia",G05/H05,2021-02-10 00:00:00,970,21285.0
ONE CRANE - G34/H34,ONE CRANE,FP2,ARRIVED,2020-09-29 07:00:00,2020-10-01 01:08:00,SCT2,Starboard,2020-09-30 19:00:00,"Jeddah, Saudi Arabia",G34/H34,2020-09-15 00:00:00,2179,2528.0
ONE CYGNUS - G01/H01,ONE CYGNUS,FP2,ARRIVED,2021-01-19 19:30:00,2021-01-27 12:42:00,SCT2,Starboard,2021-01-21 07:30:00,"Jeddah, Saudi Arabia",G01/H01,2021-01-05 00:00:00,59,11112.0
ONE CYGNUS - G29/H29,ONE CYGNUS,FP2,ARRIVED,2020-08-28 19:30:00,2020-09-01 12:20:00,SCT2,Starboard,2020-08-30 07:30:00,"Jeddah, Saudi Arabia",G29/H29,2020-08-15 00:00:00,2105,5330.0
